Parafia	url	niedzielne	powszednie	debug_url
Parafia pw. Narodzenia NMP	http://www.parafiakazmierz.pl	Msze św. w niedziele: godz. 7.00, godz. 9.00, godz. 10.45, godz. 12.15, godz. 18.00	Msze św. w dni powszednie: godz. 8.00, godz. 18.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,329/
Parafia pw. św. Bartłomieja	http://www.parafiakeblowo.pl	Msze św. w niedziele: godz. 8.00, godz. 9.30, godz. 11.00	Msze św. w dni powszednie: godz.18.00 w okresie letnim o godz. 19.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,389/
Parafia pw. św. Józefa	http://www.kicin.archpoznan.pl	Msze św. niedzielne: 8:00, 10:00, 12:00, 18:00; w lipcu i sierpniu: 8:00, 11:00, 19:00	Msze św. w dni powszednie: 18:00, we wtorek 8.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,42/
Parafia pw. Najświętszego Serca Jezusa i św. Anny	http://www.parafiakiszewo.pl	Msze św. w niedziele: Kiszewo: 8:00, 11:00; Stobnica: 9:30; Bąblin: 7:00, 9:30, 18:30	Msze św. w dni powszednie: Kiszewo 18:00; Bąblin 7:00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,182/
Parafia pw. Świętego Krzyża	http://www.kobylnica.archpoznan.pl 	Msze św. w niedziele: godz. 8.30, godz. 10.00, godz. 11.30	Msze św. w dni powszednie: godz. 18.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,319/
Parafia pw. św. Andrzeja Ap.	http://www.parafiakomorniki.pl/	Msze św. w niedziele: 7.30, 9.00, 11.15, 12.30, 18.00 (w lipcu i sierpniu o 20.00), w Rosnówku o 10.00.	Msze św. w dni powszednie: godz. 18.30	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,143/
Parafia pw. św. Marcina	http://www.parafiakonarzewo.pl	Msze św. w niedziele: sobota godz. 18.00; niedziela godz. 8.00, godz. 10.30, godz. 18.00 - Konarzewo; Dopiewiec godz. 12.00	Msze św. w dni powszednie: godz. 18.00, z wyjątkiem wtorku godz. 9.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,308/
Parafia pw. NMP Wniebowziętej	http://www.parafiakopanica.pl	Msze św. w niedziele: godz. 8.00, godz. 10.00, godz. 11.30	Msze św. w dni powszednie: godz. 18.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,404/
Parafia pw. św. Ap. Piotra i Pawła	http://www.parafia-kostrzyn.pl	Msze św. w niedziele: 7.30, 9.00, 10.30, 12.00 (z udziałem dzieci), 18.00 (z udziałem młodzieży)	Msze św. w dni powszednie: 7.00, 18.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,79/
Parafia pw. Ducha Świętego	http://www.duchswiety.net 	Msze św. w niedziele: 8.00, 9.30, 11.00, 12.00 i 16.00. Msza św. o godz. 12.00 w kościele Ducha Św. a pozostałe w kościele Pana Jezusa. Dodatkowo w lipcu i sierpniu Msze św. w niedziele i święta o godz. 20.00 w kościele Ducha Św.	Msze św. w dni powszednie: 7.30 w kościele Ducha Św. i 18.00 w kościele Pana Jezusa. W maju i w październiku Msze św. 7.30 w kościele Ducha Św. i 17.00 w kościele Pana Jezusa	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,94/
Parafia pw. NMP Wniebowziętej	http://www.farakoscian.pl	Msze św. w niedziele: Fara godz. 7.00, godz. 9.00, godz. 10.30, godz. 11.45, godz. 13.00, godz. 18.00; Szpital Miejski: godz. 9.00; Szpital Wojewódzki godz. 9.30; Widziszewo godz. 10.30; Kokorzyn godz. 11.00	Msze w dni powszednie: Fara godz. 7.00, godz. 8.00, godz. 18.00;	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,93/
Parafia pw. Matki Bożej Fatimskiej	http://www.mbfatim.archpoznan.pl	Msze św. w niedziele: godz. 8.00, godz. 10.00, godz. 11.30, godz. 13.00 (oprócz lipca i sierpnia), godz. 18.00 (oprócz lipca i sierpnia), godz. 20.00	Msze św. w dni powszednie: godz. 18.00, sobota godz. 8.00, godz. 18.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,41/
Parafia pw. św. Brata Alberta	http://www.albertus.poznan.opoka.org.pl	Msze św. w niedziele: 8.00, 9.30, 11.00, 12.15	Msze św. w dni powszednie: 19.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,40/
Parafia pw. Wszystkich Świętych	http://parafiawszystkich.pl	Msze św. w niedziele: 7.30, 9.00 - suma, 10.30 - z udziałem dzieci, 12.00, 18.00 - ostatnia niedziela miesiąca z udziałem młodzieży przygotowującej się do bierzmowania, 20.30 - od maja do 1 niedzieli października; Kaplica w Pierzchnie: 10.00	Msze św. w dni powszednie: 7.00 - w poniedziałki odprawiana w kaplicy Domu Sióstr Miłosierdzia, 8.30, 18.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,104/
Parafia pw. św. Wojciecha	http://www.parafia.kruszewo.eu/	Msze św. w niedziele: godz. 8.15, godz. 9.30 (Węglewo), godz. 11.00, godz. 13.00 (Walkowice)	Msze św. w dni powszednie: Zima godz. 17.00, Lato godz. 19.00 Msze św. w święta w dni pracy: godz. 8.15, godz. 17.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,33/
Parafia pw. NMP Śnieżnej	http://www.parafiakrzycko.pl	Msze św. w niedziele: sobota - 18.00 (z udziałem młodzieży), niedziela: 8.30, 10.00, 11.30 (z udziałem dzieci)	Msze św. w dni powszednie: 18.00 (wiosna i lato), 17.00 (jesień i zima)	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,369/
Parafia pw. św. Michała Archanioła	http://www.kwilcz.archpoznan.pl	Msze św. w niedziele: 7:30, 10:15, 11:30, 18:00; Kurnatowice i Miłostowo 9:00 (w czasie wakacji w Kwilczu nie ma Mszy o 11:30 w tym czasie jest w Miłostowie)	Msze św. w dni powszednie: 17:00, 18:00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,160/
Parafia pw. Niepokalanego Poczęcia NMP	http://www.lsolasocice.pl.tl	Msze św. w niedziele: 8.00, 10.30	Msze św. w dni powszednie: 18.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,368/
Parafia pw. św. Antoniego	http://www.swantoni.leszno.net 	Msze św. w niedziele: godz. 7.00, godz. 8.30 (młodzieżowa), godz. 10.00, godz. 11.30 (z udziałem dzieci), godz. 18.00	Msze św. w dni powszednie: godz. 7.00, godz. 18.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,132/
Parafia pw. św. Jana Chrzciciela	http://www.jan.chrzciciel.leszno.pl	Msze św. w niedziele: 7:00, 8:00, 9:00 – dla młodzieży, 10:00 – dla dzieci, 11:00, 12:15, 15:30, 18:00	Msze św. w dni powszednie: 6:30, 7:00, 8:00, 18:00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,131/
Parafia pw. św. Józefa	http://jozefleszno.archpoznan.pl	Msze św. w niedziele: 7:00, 8:00, 9:30, 11:00, 12:30, 18:30	Msze św. w dni powszednie: 8:00, 17:30, 18:30	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,130/
Parafia pw. św. Maksymiliana Marii Kolbego	http://www.swmaksymilian.leszno.pl	Msze św. w niedziele: 8:00, 9:30 - dla dzieci, 11:00, 16:00 (oprócz lipca i sierpnia)	Msze św. w dni powszednie: 18:30	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,128/
Parafia pw. św. Mikołaja	http://www.kolegiata.leszno.pl	Msze św. w niedziele: 7:30, 9:00, 10:00, 11:30, 13:00, 18:30	Msze św. w dni powszednie: 7:00, 8:00, 18:30; w lipcu i sierpniu: 8:00, 18:30	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,127/
Parafia pw. Świętego Krzyża	http://www.krzyz.leszno.pl	Msze św. w niedziele: godz. 7.00, godz. 9.00, godz. 10.45, godz. 12.00, godz. 19.00	Msze św. w dni powszednie: godz. 7.00, godz. 18.30	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,126/
Parafia pw. Narodzenia NMP	http://www.sanktuariumlubasz.pl 	Msze św. w niedziele: godz. 7.30, godz. 9.30, godz. 11.30, godz. 16.00; Filie - Krucz godz. 9.30, Jędrzejewo godz. 10.30	Msze św. w dni powszednie: godz. 17.30, godz. 18.00; środa: godz. 9.00 z nowenną, godz. 17.30, godz. 18.00 z nowenną	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,32/
Parafia pw. Narodzenia NMP	http://www.parafia.benedyktyni.net	Msze św. w niedziele: 7:30, 9:30, 11:30, 19:00; kaplica Bieżyń: 10:30	Msze św. w dni powszednie: 7:15, 18:00; Żelazno: 16:00 (soboty - dom katechetyczny)	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,119/
Parafia pw. św. Barbary	http://www.barbara.archpoznan.pl	Msze św. w niedziele: 7:30, 9:00, 10:00, 11:15 z udziałem dzieci, 12:30, 16:00, 18:00, 20:00 dla młodzieży	Msze św. w dni powszednie: 7:00, 9:00, 18:00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,141/
Parafia pw. św. Jana Bosko	http://boskolubon.archpoznan.pl	Msze św. w niedziele: 7:00, 8:30, 10:00, 12:00, 18:00	Msze św. w dni powszednie: 7:00, 18:00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,140/
Parafia pw. św. Maksymiliana Marii Kolbego	http://www.swmaksymilian.archpoznan.pl	Msze św. w niedziele: 8:00, 9:30, 11:00 - dla dzieci, 12:30, 18:00 (w Wielkim Poście o 16:45, a w wakacje o 20:00)	Msze św. w dni powszednie: 8:00, 18:00; w lipcu i sierpniu 18:00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,139/
Parafia pw. św. Jana Chrzciciela	http://www.ludomy.archpoznan.pl 	Msze św. w niedziele: godz. 8.30, godz. 10.00, godz. 11.15	Msze św. w dni powszednie: godz. 18.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,181/
Parafia pw. św. Jadwigi i św. Jakuba Ap.	http://www.lusowo.pl	Msze św. w niedziele: Lusowo: 7:30, 9:00, 10:30, 12.00 (z udziałem dzieci), 18:00, sobota - 17:00; kaplica Sierosław: sobota - 18:30 (od maja do końca września); kaplica Otowo: sobota – 19:30 (od maja do końca września)	Msze św. w dni powszednie: 18:00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,279/
Parafia pw. NMP Wniebowziętej, św. Jana Chrzciciela i św. Jana Ewangelisty	http://www.parafialwowek.pl	Msze św. w niedziele: godz. 8.00, godz. 10.30, godz. 11.30, godz. 18.30 w Chmielinku godz. 9.30	Msze św. w dni powszednie: (zimą) godz. 17.00, godz. 18.00, godz. 17.30, godz. 18.30	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,150/
Parafia pw. św. Marcina	http://parafialaszczyn.com.pl	Msze św. w niedziele: godz. 8.30, godz. 11.00	Msze św. w dni powszednie: poniedziałek godz. 8.00, i inne dni godz. 18.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,291/
Parafia pw. św. Wawrzyńca	http://cudowneoblicze.pl	Msze św. w niedziele: Łomnica - godz. 8.00, godz. 11.30; Chrośnica - godz. 10.00	Msze św. w dni powszednie: godz. 18.00; Chrośnica - sobota godz. 17.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,403/
Parafia pw. św. Jadwigi	http://www.parafialodz.pl	Msze św. w niedziele: Łódź godz. 8.00, godz. 11.00; Trzebaw godz. 9.30	Msze św. w dni powszednie: godz. 18.00 czas letni	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,307/
Parafia pw. św. Michała Archanioła	http://parafia-roznowo-lukowo.pl	Msze św. w niedziele: godz. 9.45; sobota: latem-17.30, zimą-16.30	Msze św. w dni powszednie: brak	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,180/
Parafia pw. św. Wawrzyńca	http://maczniki.archpoznan.pl	Msze św. w niedziele: Mączniki godz. 8.00, godz. 11.30; Bagrowo godz. 10.00	Msze św. w dni powszednie: Mączniki godz. 18.00	http://www.archpoznan.pl/component/option,com_contact/Itemid,118/task,view/contact_id,348/
Parafia pw. Najświętszej Maryi Panny i Wszystkich Świętych	http://michorzewo.archpoznan.pl	Msze św. w niedziele: 9:00, 11:00	Msze św. w dni powszednie: 18:00 - pora jesienno-zimowa; 19:00 - pora letnia	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,25/
Parafia pw. św. Mikołaja	http://miejskagorka.archpoznan.pl	Msze św. w niedziele: godz. 7.30, godz. 9.00, godz. 10.15 (dzieci), godz. 11.30, godz. 18.00 (młodzież)	Msze św. w dni powszednie: godz. 7.30, godz. 18.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,290/
Parafia pw. św. Idziego	http://www.modrze.archpoznan.pl	Msze św. w niedziele: godz. 7.30, godz. 9.00, godz. 11.00	Msze św. w dni powszednie: czas letni godz. 19.00; czas zimowy godz. 18.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,306/
Parafia pw. św. Mikołaja	http://www.parafiamosina.republika.pl	Msze św. w niedziele: 7:30, 9:00, 10:30, 12:00, 18:00	Msze św. w dni powszednie: 7:00, 18:00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,138/
Parafia pw. Wszystkich Świętych	http://www.parafia-morkowo.pl	Msze św. niedzielne: Mórkowo 10:00, Lipno 8:00; 11:30	Msze św. w dni powszednie: Mórkowo wtorek i czwartek 18:00; Lipno poniedziałek, środa, piątek, sobota 18:00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,367/
Parafia pw. św. Jana Chrzciciela	http://www.parafiamk.pl	Msze św. w niedziele: sobota godz. 17.00 (latem godz. 18.00) niedziela godz. 8.30, godz., godz. 10.00, 11.30 - dla dzieci	Msze św. w dni powszednie: godz. 17.00 (latem godz. 18.00)	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,346/
Parafia pw. Wszystkich Świętych	http://www.nietrzanowo.archpoznan.pl	Msze św. w niedziele: 7:30, 10:30	Msze św. w dni powszednie: 18:00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,345/
Parafia pw. Świętej Trójcy	http://www.parafia.noskow.pl	Msze św. w niedziele: godz. 8.30, godz. 11.00	Msze św. w dni powszednie: godz. 18.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,15/
Parafia pw. Świętej Trójcy	http://www.nowemiasto.archpoznan.pl	Msze św. w niedziele: sob. godz. 18.00, nd. godz. 8.30, godz.11.00, godz.18.00	Msze św. w dni powszednie: godz. 18.00, dodatkowo środa godz. 9.00 i godz. 18.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,165/
Parafia pw. Najświętszego Serca Pana Jezusa	http://www.parafia-nspj.pl	Msze św. w niedziele: 7:00, 9:00, 10:30, 12:00, 18:00 (w lipcu i sierpniu: 7:00, 9:00, 10:30, 19:00)	Msze św. w dni powszednie: 8:00, 18:00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,148/
Parafia pw. NMP Nieustającej Pomocy	http://www.parafia-nmp.pl	Msze św. w niedziele: 7.00, 8.45, 10.00, 11.15, 13.00, 18.00w lipcu: 7.00, 9.00, 11.00, 18.00w sierpniu: 7.00, 9.00, 11.00, 18.00	Msze św. w dni powszednie: 7.00, 18.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,147/
Parafia pw. Miłosierdzia Bożego, (daw. Świętego Krzyża)	http://www.milosierdzie.com	Msze św. w niedziele: 7:30, 9:00, 10:30, 12:00, 19:00	Msze św. w dni powszednie: 8:00, 18:30	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,177/
Parafia pw. św. Józefa Oblubieńca NMP	http://www.obornikijozef.pl	Msze św. w niedziele: sob . o godz. 18.30; nd o godz. 7.30, godz. 9.00, godz. 10.30, godz. 12.00, godz. 18.00; w szpitalach godz. 7.00 (Oborniki), godz. 10.30 (Kowanówko), godz. 9:00 – Kowanówko, ul. Miłowody	Msze św. w dni powszednie: godz. 9.00, godz. 18.30	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,175/
Parafia pw. św. Jakuba Większego Ap.	http://www.obraparafia.oblaci.pl	Msze św. w niedziele: 7:30, 9:30, 11:00. 17:00; sobota 18:00	Msze św. w dni powszednie: 6:45, 18:00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,388/
Parafia pw. św. Ap. Piotra i Pawła	http://www.parafia-obrzycko.pl	Msze św. w niedziele: godz. 8.00, godz. 10.00, godz. 11.45, godz. 18.30; Słopanowo godz. 9.15; Piotrowo godz. 10.45	Msze św. w dni powszednie: godz. 17.45, godz. 18.30	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,328/
Parafia pw. św. Mateusza	http://www.swmateusz.pl	Msze św. w niedziele: godz. 7.00, godz. 9.30, godz. 10.45, godz. 12.00, godz. 18.30, Rudniki sob. godz. 17.00, Urbanowo godz. 8.30	Msze św. w dni powszednie: godz. 7.00, godz. 18.30	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,22/
Parafia pw. Wszystkich Świętych	http://www.otorowo.archpoznan.pl	Msze św. w niedziele: 7:00, 10:00, 11:30, 15:30; Brodziszewo 8:30; Lubosina 13:00	Msze św. w dni powszednie: pn.-pt. 17:00 i 18:00, sob. 8:30 i 18:00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,188/
Parafia pw. św. Jana Chrzciciela	http://www.owinska.pl	Msze św. w niedziele: sob.: 18:00; niedziela: 7:30, 9:00, 10:15, 11:30, 18:00; lipiec-sierpień: 7:30, 10:15, 11:30	Msze św. w dni powszednie: poniedziałek: 7:00, 18:00; wtorek: 18:00; środa: 7:00, 18:00; czwartek: 18:00; piątek: 16:30, 18:00; sobota: 7:00,18:00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,39/
Parafia pw. św. Jadwigi	http://www.parafia.pepowo.pl 	Msze św. w niedziele: godz. 7.00, godz. 8.30, godz. 9.45, godz. 11.15, godz. 18.00, Czeluścin: godz. 10.45	Msze św. w dni powszednie: godz. 7.30, godz. 18.00 (pora letnia 18.30)	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,112/
Parafia pw. NMP Wniebowziętej	http://www.pilka.archpoznan.pl	Msze św. w niedziele: już w sobotę Piłka godz. 17.00, (godz. 19.00) czas letni; Kaminnik godz. 18.30, (godz. 20.30) czas letni; Niedziela: Piłka godz. 7.30, godz. 11.30, Kwiejce godz. 9.30	Msze św. w dni powszednie: godz. 17.00 (czas od maja do sierpnia o godz.19.00)	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,375/
Parafia pw. bł. Jerzego Popiełuszki	http://popieluszko.archpoznan.pl	Msze św. w niedziele:sobota: 19.00; niedziela: 8.45; 10.00; 11.15; 12.30; 20.30	Msze św. w dni powszednie: poniedziałek: 9,00; środa - sobota: 19.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,1220/Itemid,118/
Parafia pw. św. Faustyny	http://www.parafiaplewiska.pl	Msze św. w niedziele: 8:00, 10:30, 12:00, 13:00 (z wyjątkiem VII i VIII), 18:30 (z wyjątkiem Wielkiego Postu), Wielki Post - 17:00	Msze św. w dni powszednie: 18:30, w adwencie - 18:00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,278/
Parafia pw. św. Jana Chrzciciela	http://www.jan.pniewy.org	Msze św. w niedziele: godz. 8.30, godz. 11.00, godz. 15.00, godz. 17.00; filia Konin godz. 9.45	Msze św. w dni powszednie: pon. godz. 9.00, godz. 18.30, wt. godz. 18.30 i filia Konin godz. 17.00; śr. i czw. godz. 8.00, godz. 18.30; pt. godz. 18.30, godz. 19.30; sob. godz. 18.30	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,187/
Parafia pw. św. Wawrzyńca	http://www.wawrzyniec-pniewy.pl 	Msze św. w niedziele: godz. 7.30, godz. 10.00, godz. 11.30, godz. 18.00 (godz. 8.45 Chełmno)	Msze św. w dni powszednie: godz. 7.00, godz. 18.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,186/
Parafia pw. Narodzenia NMP	http://www.poniec.archpoznan.pl	Msze św. w niedziele: godz. 7.15, godz. 8.30, godz. 10.15, godz. 11.30, godz. 18.00	Msze św. w dni powszednie: godz. 7.00, godz. 18.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,111/
Parafia pw. Błogosławionej "Poznańskiej Piątki"	http://poznanskapiatka.archpoznan.pl	Msze św. w niedziele: 8.00, 9.30, 11.00, 12.15 i 18.00	Msze św. w dni powszednie: 8.00, 18.00	http://www.archpoznan.pl/component/option,com_contact/Itemid,0/task,view/contact_id,1223/
Parafia pw. Bożego Ciała	http://www.bozecialo.poznan.pl	Msze św. niedzielne: 8.00, 9.30, 11.00, 12.30, 18.00	Msze św. w dni powszednie: 8:00, 18:00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,249/Itemid,/
Parafia pw. Chrystusa Dobrego Pasterza	http://www.dobrypasterz.pl 	Msze św. w niedziele: godz. 7.30, godz. 9.30, godz. 11.00 dla dzieci, godz. 12.30, godz. 18.00, w sobotę o godz. 18.00	Msze św. w dni powszednie: godz. 7.15, godz. 8.00, godz. 18.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,204/Itemid,/
Parafia pw. Chrystusa Króla	http://www.chrystuskrol.oblaci.pl 	Msze św. w niedziele: godz. 7.00 (od 1.04 do 30.09); godz. 8.00, godz. 9.30, godz. 11.00 (z udziałem dzieci) godz. 12.30, godz. 19.00 (młodzieżowa)	Msze św. w dni powszednie: godz. 8.00, godz. 18.30	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,213/Itemid,/
Parafia pw. Chrystusa Najwyższego Kapłana	http://www.chnk.pl 	Msze św. w niedziele: godz. 7.00, godz. 8.15, godz. 9.30, godz. 11.15, godz. 12.30, godz. 18.00	Msze św. w dni powszednie: godz. 8.00, godz. 18.00; VII i VIII: 8.00 - pon., śr., pt.; 18.00 - wt., czw., sob.	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,238/Itemid,/
Parafia pw. Chrystusa Odkupiciela	http://www.odkupiciel.archpoznan.pl	Msze św. w niedziele: 8:30; 10:30 - z udziałem dzieci; 12:00; 18:00 - z udziałem młodzieży (w lipcu i sierpniu godziny: 8:30; 10:30)	Msze św. w dni powszednie: 7:00 i 18:00 (w lipcu i sierpniu tylko 18:00)	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,221/Itemid,/
Parafia pw. Chrystusa Sługi	http://www.chrystus-sluga.pl 	Msze św. w niedziele: godz. 7.00 (VI-VIII), godz. 8.00, godz. 9.30, godz. 11.00, godz. 12.15 (IX-VI), godz. 18.00, godz. 21.00 (VI-VIII)	Msze św. w dni powszednie: godz. 8.00, godz. 18.00, godz. 18.30	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,212/Itemid,/
Parafia pw. Ducha Świętego	http://www.pds.archpoznan.pl	Msze św. w niedziele: sobota godz. 18; niedziela: godz. 8.00, godz. 9.30, godz. 11.30, godz. 18.00	Msze św. w dni powszednie: godz. 18.00, w styczniu godz. 9.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,220/Itemid,/
Parafia pw. Imienia Maryi	http://www.parafiamaryi.pl	Msze św. niedzielne: 8:00, 9:30, 11:00, 12:15, 18:00	Msze św. w dni powszednie: 7:00, 8:00, 18:00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,203/Itemid,/
Parafia pw. Maryi Królowej	http://www.parafia-maryi-krolowej.poznan.pl	Msze św. w niedziele: 8:00, 9:30, 11:00, 12:15, 15:00, 17:00, 18:30, 21:00; sobota - 18:30	Msze św. w dni powszednie: 7:00, 8:00, 12:00, 18:30	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,248/Itemid,/
Parafia pw. Matki Boskiej Bolesnej	http://www.mbbolesna-poznan.org	Msze św. w niedziele: sobota: godz. 18.00 (X-III) godz. 19.00 (IV-IX) niedziela godz. 7.00, godz. 8.00, godz. 9.30, godz. 11.00, godz. 12.15, godz. 15.00, godz. 19.00	Msze św. w dni powszednie: godz. 7.00, 8.00, godz. 19.00 (IV-IX) godz. 18.00 (X-III)	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,211/Itemid,/
Parafia pw. Matki Boskiej Królowej Korony Polskiej	http://www.parafia.krzesiny.com.pl	Msze św. w niedziele: godz. 8.00, godz. 10.00, godz. 11.30, godz. 19.30; adoracja indywidualna 20.15-21.00	Msze św. w dni powszednie: poniedziałek godz. 8.00, pozostałe dni godz. 18.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,255/Itemid,/
Parafia pw. Matki Bożej Częstochowskiej	http://www.mbcz.poznan.pl	Msze św. w niedziele: godz. 7.30, godz. 10.00, godz. 11.15, godz. 12.45, godz. 18.00, godz. 19.15 (od września do czerwca; w lipcu i sierpniu godz. 20.30)	Msze św. w dni powszednie: godz. 7.00, godz. 18.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,228/Itemid,/
Parafia pw. Matki Bożej Pocieszenia	http://www.mbpocieszenia.pl 	Msze św. w niedziele: 08.00, 9.30, 11.00, 12.30 i 20.00; w pierwszą niedzielę miesiąca na cmentarzu parafialnym ul. Borówkowa – godz. 16.00; w listopadzie w każdą niedzielę – godz. 16.00	Msze św. w dni powszednie: 08.00, 18.00; w sobotę o 08.00 w kaplicy Sióstr Dominikanek	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,263/Itemid,/
Parafia pw. Matki Bożej Nieustającej Pomocy, św. Marii Magdaleny i św. Stanisława Bpa	http://www.fara.archpoznan.pl	Msze święte w niedziele i święta:6.00, 9.00, 11.00, 12.30, 17.00 (oprócz VII, VIII), 19.00	Msze święte w dni powszednie:	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,247/Itemid,/
Parafia pw. Matki Bożej Różańcowej	http://www.zieliniec-parafia.pl	Msze św. w niedziele: 9:00, 11:00; Wielki Post - 9:00, 11:00, 15:00	Msze św. w dni powszednie: 18:00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,219/Itemid,/
Parafia pw. Matki Odkupiciela	http://www.mo.archpoznan.pl 	Msze św. w niedziele: godz. 8.00, godz. 9.30, godz. 11.00, godz. 12.15, godz. 18.00	Msze św. w dni powszednie: godz. 8.00, godz. 18.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,227/Itemid,/
Parafia pw. Miłosierdzia Bożego	http://www.milosierdzie.poznan.pl	Msze św. w niedziele: godz. 7.30, godz. 8.30, godz. 10.00, godz. 11.15, godz. 12.30, godz. 15.30, godz. 18:30, godz. 20.00	Msze św. w dni powszednie: godz. 8.00, godz. 18.30	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,226/Itemid,/
Parafia pw. Najświętszego Serca Jezusa i św. Floriana	http://www.nsj.org.pl 	Msze św. w niedziele: godz. 7.30, godz. 9.00, godz. 10.15, godz. 11.30, godz. 13.00, godz. 18.00, 19.30	Msze św. w dni powszednie: godz. 7.00, godz. 8.00, godz. 18.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,202/Itemid,/
Parafia pw. Najświętszego Zbawiciela	http://www.fredry.pl	Msze św. w niedziele: 7:00, 8:30, 10:00, 11:30, 13:00, 19:00	Msze św. w dni powszednie: 7:15, 18.00, 19:00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,246/Itemid,/
